SID,grade,clock,cohort,LD33,SS
10307796,7,1,5,Always,226
7127200,8,2,6,Never,231
7297068,6,0,6,Always,217
7724004,6,0,7,Never,240
12703206,7,1,6,Never,245
13205889,8,2,7,Never,236
6877311,8,2,6,Never,231
7171447,8,2,6,Never,230
6515142,6,0,6,Never,224
2521571,6,0,5,Never,215
1074741,8,2,5,Never,222
8026289,8,2,6,Never,243
6807712,8,2,6,Never,244
8165688,7,1,6,Never,226
7948360,8,2,7,Never,238
12079324,6,0,6,Never,220
9997253,6,0,6,Never,226
5122406,8,2,5,Never,233
7997035,6,0,7,Never,228
6421989,7,1,5,Never,240
8693463,6,0,7,Never,213
8214859,8,2,7,Never,236
4611985,6,0,5,Never,228
9414606,8,2,6,Always,226
8046077,7,1,7,Never,224
6733875,6,0,5,Never,237
6665713,6,0,6,Never,221
8067783,6,0,7,Never,221
8140278,7,1,7,Never,240
6976212,7,1,7,Never,227
9664246,6,0,6,Never,223
5107040,7,1,5,Never,236
3660494,7,1,5,Never,226
188441,7,1,5,Never,242
6866042,6,0,6,Never,222
7857861,6,0,7,Never,205
272531,6,0,5,Always,213
7973330,7,1,7,Never,233
6654835,8,2,6,Never,232
8221316,6,0,7,Never,239
6866085,7,1,5,Never,253
3115909,8,2,6,Never,236
6777562,6,0,6,Never,224
2862085,8,2,5,Never,240
7306423,6,0,6,Never,232
7311737,6,0,7,Never,221
3693392,6,0,5,Never,234
7940793,8,2,7,Never,237
6815278,8,2,5,Never,235
4434714,8,2,5,Never,238
7151837,7,1,6,Never,244
5962757,8,2,5,Never,236
9061746,7,1,7,Never,241
2737272,8,2,5,Sometimes,212
7093861,8,2,7,Never,251
7113617,8,2,6,Never,225
6694217,7,1,6,Never,251
7653549,6,0,7,Never,224
7722362,6,0,7,Never,225
7265042,8,2,6,Never,225
7356447,8,2,6,Never,240
189693,8,2,5,Never,223
8168733,6,0,7,Never,222
9197133,8,2,5,Never,248
13413457,7,1,7,Never,252
8281912,6,0,7,Never,217
6929028,7,1,6,Never,234
8420270,7,1,6,Never,227
7728514,7,1,7,Never,247
4692268,8,2,5,Never,235
6215351,7,1,5,Sometimes,224
7770596,8,2,7,Never,237
6631002,6,0,6,Never,235
1731718,6,0,5,Never,229
12910082,7,1,6,Never,239
8139601,7,1,7,Never,252
8450455,7,1,7,Never,244
8328668,7,1,7,Never,235
6791999,7,1,6,Never,236
8693722,8,2,7,Never,233
4542673,8,2,5,Never,247
8199736,7,1,6,Never,212
12167215,7,1,6,Never,234
6851436,6,0,6,Never,216
2438380,6,0,5,Never,220
10039783,6,0,6,Never,228
1121774,8,2,5,Never,234
7789238,6,0,6,Never,233
7246285,8,2,5,Never,238
6918573,8,2,6,Never,234
7347235,8,2,5,Never,230
7183011,7,1,6,Never,240
6932495,8,2,6,Never,226
7838611,6,0,7,Never,231
7489749,7,1,7,Never,228
6704689,6,0,7,Never,222
833657,8,2,5,Never,236
13839217,7,1,7,Sometimes,243
6579396,6,0,6,Never,240
7847548,8,2,7,Always,216
3498360,7,1,5,Never,224
3045439,7,1,5,Always,226
5760232,7,1,5,Always,222
5760798,8,2,5,Never,253
7778171,6,0,7,Always,218
6322786,8,2,5,Never,225
6560326,7,1,5,Never,208
6671292,8,2,6,Never,235
7973705,8,2,7,Never,241
8117780,8,2,5,Never,231
8093539,8,2,7,Never,229
6759742,7,1,6,Never,226
7708033,7,1,7,Never,231
8137005,7,1,6,Never,228
5571308,8,2,5,Never,229
6882927,7,1,6,Never,224
820946,8,2,5,Never,240
7234260,7,1,6,Never,238
5380138,8,2,5,Never,231
2898098,8,2,5,Never,227
5925711,8,2,5,Never,225
7060882,8,2,6,Never,231
6951740,6,0,6,Never,218
6311504,8,2,5,Never,232
4073398,7,1,5,Never,249
11770198,8,2,5,Always,241
9936637,8,2,6,Never,246
719862,6,0,5,Always,222
8053421,6,0,7,Never,235
8238162,8,2,5,Never,228
7856180,7,1,7,Never,240
8178968,7,1,7,Always,231
7768524,8,2,7,Never,236
7847548,8,2,7,Never,232
5007364,6,0,5,Never,227
4928121,7,1,5,Never,226
5393302,6,0,5,Never,216
1049178,8,2,5,Never,236
5655668,7,1,5,Never,229
7072716,8,2,6,Never,255
5290562,6,0,6,Never,235
7778848,7,1,7,Never,232
7740441,7,1,6,Never,235
10007849,7,1,5,Never,226
7994060,6,0,7,Never,226
627976,6,0,5,Never,225
951757,7,1,5,Never,235
6847803,6,0,6,Always,219
1044141,8,2,5,Never,228
8150362,7,1,7,Never,226
8108552,8,2,7,Never,228
3368092,7,1,5,Never,242
8920621,8,2,6,Never,231
6947735,6,0,6,Never,210
7706324,6,0,7,Never,228
7891938,6,0,6,Never,227
6877125,6,0,6,Never,234
717746,8,2,5,Never,248
10892583,7,1,6,Never,236
7719310,8,2,7,Never,261
10735038,8,2,5,Never,262
7791836,7,1,6,Never,226
764086,8,2,5,Never,233
5175690,8,2,5,Never,242
10335129,6,0,5,Never,222
10433848,6,0,6,Never,235
8362440,8,2,7,Never,251
7786670,7,1,7,Never,240
7010907,6,0,6,Never,218
7775679,7,1,7,Never,240
6660258,8,2,6,Never,243
10314369,7,1,6,Never,240
5939879,7,1,5,Never,235
888273,6,0,5,Never,229
1127659,8,2,5,Never,233
6654835,8,2,6,Never,219
8003912,7,1,7,Never,238
7314671,6,0,6,Never,219
6936571,7,1,6,Never,242
5572886,6,0,5,Never,232
9377743,7,1,6,Never,242
4426355,8,2,5,Never,250
8337152,7,1,6,Never,232
7839553,8,2,7,Never,239
9195572,8,2,7,Never,249
7046960,7,1,6,Never,230
4091361,7,1,5,Never,230
10567364,6,0,7,Never,215
6873340,8,2,6,Never,254
7352336,6,0,6,Never,221
7643306,8,2,7,Never,237
4434560,6,0,5,Always,226
8241201,6,0,7,Never,223
8143390,6,0,7,Never,227
1568868,6,0,5,Never,238
7995601,7,1,7,Never,231
8258082,7,1,7,Never,243
7074271,7,1,6,Never,225
2282860,6,0,5,Never,225
10130780,8,2,6,Never,254
1952005,7,1,6,Never,228
5761719,7,1,5,Always,225
7759924,8,2,7,Always,250
7071310,6,0,5,Never,231
6563856,8,2,6,Never,230
6647928,8,2,6,Never,241
6837697,7,1,5,Never,227
3178277,7,1,5,Never,253
9621717,7,1,5,Never,225
6734766,6,0,6,Never,232
8794820,7,1,5,Always,218
4144406,8,2,5,Never,249
7729510,8,2,7,Always,228
7701012,6,0,7,Never,238
7614764,8,2,7,Always,227
6275869,6,0,5,Never,236
7995601,8,2,7,Never,244
6616445,6,0,6,Always,210
7111487,6,0,6,Never,232
7786670,7,1,6,Never,223
6572669,6,0,6,Never,239
3072819,7,1,6,Never,218
7066228,7,1,6,Always,226
6886469,6,0,6,Never,251
6683304,6,0,6,Never,224
7307748,7,1,6,Never,235
11917385,8,2,5,Never,230
9195572,6,0,5,Never,209
7697651,7,1,7,Never,229
7052758,6,0,6,Never,233
2686961,8,2,5,Never,235
8901511,6,0,5,Never,220
7683553,7,1,7,Always,231
8306664,8,2,7,Never,238
7098553,8,2,6,Always,241
6893694,6,0,6,Never,242
2539748,6,0,5,Never,239
6765971,8,2,6,Always,236
9356177,7,1,5,Never,239
10817646,7,1,5,Never,247
8228663,6,0,7,Never,239
7171625,6,0,6,Never,215
6964702,6,0,6,Never,228
7222467,7,1,6,Sometimes,225
265373,8,2,5,Never,231
6513077,8,2,6,Never,244
7317743,6,0,6,Never,226
8461376,8,2,6,Never,237
8058326,7,1,7,Never,240
1904531,6,0,5,Never,206
6575404,6,0,6,Never,209
6629849,6,0,6,Never,235
2263653,6,0,5,Never,226
7216149,7,1,6,Never,236
6263208,6,0,5,Never,218
6933300,7,1,6,Never,235
6733638,8,2,6,Never,243
6562639,6,0,6,Never,223
6727824,7,1,6,Never,246
7290179,6,0,6,Never,221
12780642,6,0,6,Never,232
6963080,7,1,6,Never,238
11213620,7,1,5,Never,238
7747756,7,1,7,Never,226
8335451,7,1,7,Never,224
7206712,8,2,6,Always,217
10667636,6,0,7,Sometimes,206
5165210,8,2,5,Never,241
4618920,8,2,5,Never,228
7065698,8,2,6,Never,252
11701331,7,1,5,Never,236
8343470,8,2,7,Never,242
6825850,7,1,6,Never,230
7306423,8,2,5,Never,256
3337286,6,0,5,Never,206
8999120,6,0,6,Never,250
7736924,6,0,7,Never,235
8174792,7,1,7,Never,243
8291209,6,0,7,Never,230
1978853,8,2,5,Never,223
7095570,7,1,6,Never,227
7046960,7,1,6,Never,243
6480780,8,2,5,Never,241
6996507,7,1,6,Never,227
7949448,7,1,6,Never,221
3462560,8,2,5,Never,229
7036116,8,2,6,Never,240
11456507,7,1,7,Never,241
4413474,7,1,5,Sometimes,226
8334730,7,1,7,Never,229
8257485,8,2,7,Never,237
9555889,8,2,5,Never,247
7352336,6,0,6,Never,219
7008279,6,0,6,Never,235
1019643,6,0,5,Always,210
6611060,7,1,6,Never,239
7009739,7,1,6,Always,218
3935124,6,0,5,Never,234
8276765,6,0,7,Never,231
13650491,8,2,7,Never,234
7119704,6,0,5,Never,226
5761719,8,2,5,Never,238
6648258,8,2,6,Never,244
7671318,8,2,7,Never,238
7222882,6,0,6,Never,224
6600727,7,1,6,Never,239
7807066,6,0,7,Never,211
6559689,6,0,6,Never,228
7009011,6,0,6,Sometimes,201
8966842,8,2,7,Never,250
1827553,6,0,5,Never,229
6625266,6,0,6,Never,229
8051593,8,2,7,Never,241
8023530,8,2,7,Never,242
10276793,8,2,7,Never,214
4650506,8,2,5,Never,223
8239266,7,1,7,Never,243
7171447,6,0,6,Sometimes,222
7713193,7,1,7,Never,241
9141294,7,1,7,Never,237
7052383,8,2,6,Never,236
3489191,7,1,5,Never,234
5624789,8,2,6,Never,238
10195513,7,1,5,Never,251
9421181,6,0,5,Always,210
8761922,8,2,6,Never,230
8038503,6,0,7,Never,232
4664191,7,1,5,Never,233
2396890,7,1,5,Always,233
8188912,7,1,7,Never,246
6439853,8,2,5,Never,244
6996167,8,2,7,Never,214
6864678,7,1,5,Never,237
6529399,8,2,6,Never,250
3281914,7,1,5,Never,231
13679236,6,0,7,Never,228
8093016,7,1,6,Never,237
7744013,6,0,7,Never,209
7771738,8,2,6,Never,251
6872859,6,0,6,Never,223
1113690,7,1,5,Never,227
12676357,8,2,6,Never,234
7973705,7,1,7,Never,235
2902044,6,0,5,Never,221
8064458,6,0,7,Never,216
6537359,6,0,6,Never,234
6849024,7,1,7,Always,219
6249019,7,1,5,Never,244
6553125,6,0,6,Never,218
7877684,6,0,7,Never,228
3472175,6,0,5,Never,235
12450235,6,0,6,Never,243
3881350,8,2,5,Never,246
12526193,8,2,6,Always,234
3337286,8,2,5,Never,235
6699294,6,0,6,Never,226
367192,7,1,5,Never,227
6877486,7,1,6,Never,220
4499557,8,2,5,Never,231
6929648,7,1,6,Never,226
7979207,6,0,7,Never,248
8005834,6,0,7,Never,228
7069677,8,2,6,Never,246
8174520,6,0,7,Never,246
6555799,8,2,7,Always,247
8172579,6,0,7,Always,213
8107580,7,1,7,Never,247
9816089,6,0,7,Never,235
8093539,8,2,6,Never,263
6512224,8,2,6,Always,230
6570534,8,2,6,Never,235
2745933,8,2,7,Never,220
6649289,8,2,6,Never,238
8154244,7,1,7,Never,215
7033265,8,2,6,Never,231
6587747,6,0,6,Never,221
8135630,6,0,7,Never,237
6514650,7,1,7,Never,232
6322786,8,2,5,Never,249
6571611,6,0,6,Never,227
7820836,8,2,6,Never,240
6515371,8,2,5,Never,259
615684,7,1,5,Never,231
2309769,6,0,6,Never,222
6761070,7,1,7,Never,232
4761383,7,1,5,Never,226
7660499,8,2,7,Never,236
12112941,7,1,6,Never,230
3045439,6,0,5,Never,230
3750094,8,2,5,Never,237
8078467,7,1,7,Never,229
8705690,7,1,6,Sometimes,203
8291209,8,2,7,Sometimes,230
7037716,7,1,7,Never,230
7352417,7,1,6,Never,247
2196859,6,0,5,Never,202
2224844,6,0,5,Never,228
8090424,6,0,6,Never,252
7232632,6,0,6,Never,220
10749233,7,1,6,Never,248
7126298,6,0,5,Never,219
1119451,6,0,5,Never,239
11142596,8,2,6,Never,240
4428706,8,2,5,Never,246
4999770,6,0,5,Never,225
12450235,8,2,6,Never,247
7719574,6,0,7,Never,245
7809956,8,2,7,Never,246
3232662,6,0,5,Never,252
7009321,8,2,6,Never,238
1731718,8,2,5,Never,241
13680242,8,2,7,Never,239
7925646,7,1,7,Never,228
6737331,8,2,7,Never,218
6994660,6,0,6,Never,234
6635091,6,0,6,Never,234
6693504,8,2,6,Never,250
8124604,7,1,7,Never,241
7310501,6,0,5,Never,222
8049394,6,0,7,Never,228
12299731,6,0,7,Never,221
6537731,6,0,6,Always,219
8189463,7,1,7,Never,220
6997805,6,0,7,Never,221
7891350,7,1,7,Never,241
7065817,7,1,6,Never,229
8514240,8,2,6,Never,236
7653549,8,2,7,Never,242
6543332,7,1,6,Never,234
8040591,8,2,7,Never,250
5632072,8,2,5,Never,230
5939879,7,1,5,Never,229
865966,7,1,5,Never,234
2902540,8,2,6,Never,222
7390947,7,1,5,Never,245
7824653,7,1,6,Never,252
8045739,7,1,7,Sometimes,244
239593,7,1,5,Never,246
8050201,8,2,7,Always,223
833665,8,2,5,Never,233
1504851,8,2,5,Never,236
12179787,6,0,5,Never,213
10344292,6,0,6,Never,226
2448718,6,0,5,Never,231
6631002,6,0,6,Always,207
8489335,6,0,5,Never,210
5657032,6,0,5,Never,224
9061746,8,2,6,Never,222
7683553,7,1,7,Never,239
5173760,6,0,5,Never,222
11568984,7,1,5,Sometimes,227
6897932,8,2,6,Always,225
8706239,7,1,5,Never,262
6663680,8,2,6,Never,229
6926231,6,0,6,Always,232
6600883,8,2,6,Never,232
6691188,8,2,6,Never,226
4723309,8,2,5,Never,222
3287998,6,0,5,Never,209
7358113,6,0,6,Never,243
3881350,8,2,5,Never,252
9091432,7,1,6,Sometimes,220
7844573,8,2,7,Never,225
7748248,6,0,7,Never,234
2521407,7,1,5,Never,228
8127611,8,2,6,Never,237
8337012,6,0,7,Never,227
1560476,6,0,5,Never,206
5390354,7,1,5,Never,228
8333858,6,0,7,Never,227
2263653,8,2,5,Never,239
8221316,8,2,7,Never,229
1874403,8,2,5,Never,233
8247226,6,0,7,Never,230
2150026,6,0,5,Never,217
9595848,6,0,5,Never,232
7994230,7,1,7,Never,237
188824,6,0,5,Never,226
6181953,6,0,5,Never,209
6540899,8,2,6,Never,245
6738281,7,1,6,Never,234
4519302,8,2,5,Never,231
7998341,6,0,7,Never,238
1560387,6,0,5,Never,221
11204532,7,1,5,Never,228
8126364,7,1,7,Never,224
5518652,8,2,5,Never,251
10416390,6,0,7,Never,236
6961738,7,1,6,Never,255
6607608,6,0,6,Never,245
379158,8,2,5,Sometimes,232
8232326,6,0,7,Never,228
6723470,6,0,6,Never,230
6572669,8,2,5,Never,233
8253722,6,0,7,Always,209
7792840,7,1,7,Never,232
9912452,6,0,6,Always,217
11277556,7,1,5,Never,250
7710321,7,1,7,Never,258
5957133,7,1,5,Never,224
6517463,6,0,6,Never,218
410705,7,1,5,Never,231
3776530,8,2,5,Never,230
6877311,8,2,6,Never,235
6534600,6,0,6,Never,225
7996993,6,0,7,Never,230
8364338,8,2,7,Never,241
7682123,6,0,7,Always,222
7073925,6,0,6,Never,225
8293406,7,1,7,Never,231
6729428,6,0,6,Never,249
794597,6,0,5,Never,226
9221751,7,1,5,Never,240
9704787,8,2,5,Never,238
6573851,8,2,6,Never,246
9173862,7,1,7,Never,228
8945640,7,1,7,Never,232
2735202,8,2,5,Never,243
7616821,6,0,7,Sometimes,217
6612857,8,2,6,Never,229
7303475,6,0,6,Never,224
8050201,8,2,7,Never,229
12931705,7,1,7,Never,219
6735479,8,2,6,Never,248
7654545,6,0,7,Never,241
8044813,8,2,7,Never,241
7232500,6,0,7,Never,228
6690130,6,0,6,Never,248
8150362,7,1,7,Never,238
7595948,8,2,7,Never,241
9098127,7,1,5,Never,239
8863644,8,2,7,Never,269
9912452,7,1,6,Never,242
7956347,6,0,7,Never,223
2263653,7,1,5,Never,230
7752768,7,1,7,Never,247
8169160,8,2,7,Never,226
7830076,8,2,6,Never,242
4227158,6,0,5,Never,225
7971729,6,0,7,Never,241
4588797,8,2,5,Never,227
8287694,8,2,7,Never,252
8189463,6,0,7,Never,229
7776640,6,0,7,Never,223
8075387,6,0,7,Never,221
7721579,8,2,7,Never,271
7289529,7,1,6,Never,222
7786670,7,1,7,Never,227
10038507,7,1,6,Never,236
6886493,6,0,6,Never,239
4177568,6,0,5,Never,228
1828649,6,0,5,Never,202
8257566,6,0,6,Never,251
11330848,6,0,6,Never,226
766526,7,1,5,Never,241
7963947,7,1,7,Never,229
7653549,8,2,7,Never,239
8238154,7,1,5,Never,236
6952224,6,0,6,Never,235
6915329,7,1,5,Never,226
8111286,6,0,7,Never,234
1023233,6,0,5,Never,226
6701469,8,2,6,Never,233
971847,6,0,6,Never,208
6072712,8,2,5,Never,239
8087784,6,0,7,Never,218
12662070,6,0,6,Never,225
1591495,6,0,5,Always,213
3156109,8,2,5,Never,231
2825449,6,0,6,Never,220
6695884,7,1,6,Never,222
8809216,8,2,5,Never,231
6791999,8,2,6,Never,252
4958926,8,2,5,Never,225
7265468,6,0,6,Never,210
6796117,6,0,6,Never,239
6946100,7,1,6,Never,229
7802919,8,2,7,Always,219
3368092,7,1,5,Never,227
8151288,6,0,7,Never,234
272531,6,0,5,Never,225
8143102,6,0,7,Never,248
8492786,7,1,6,Never,266
6951155,8,2,6,Never,250
8068054,8,2,7,Always,237
6648622,6,0,6,Never,221
502154,7,1,5,Always,211
7290152,8,2,5,Never,230
6877125,7,1,6,Never,224
6515142,6,0,6,Never,218
189693,8,2,5,Never,236
1585274,6,0,5,Never,233
8794820,6,0,6,Never,216
8032629,8,2,6,Never,241
7182406,7,1,6,Never,230
2667657,6,0,5,Never,231
717797,6,0,5,Never,236
8004617,7,1,7,Never,243
3287971,8,2,5,Sometimes,215
3808319,7,1,5,Never,240
6654835,7,1,6,Never,233
3472159,7,1,5,Never,227
6644600,6,0,5,Never,212
8169160,6,0,7,Never,222
6872352,7,1,6,Never,239
10419942,8,2,6,Never,248
9997253,6,0,7,Never,219
8242100,6,0,7,Never,224
7893361,7,1,7,Never,238
6553125,6,0,6,Never,230
8048320,7,1,6,Never,230
9098127,7,1,7,Never,241
7372957,6,0,6,Never,220
7317727,6,0,7,Never,231
6565425,6,0,6,Never,227
6916899,7,1,6,Never,228
239755,7,1,5,Never,235
8661103,8,2,7,Never,246
8262934,7,1,7,Never,237
8143102,8,2,7,Never,263
7140746,7,1,6,Never,237
6838200,6,0,5,Never,230
9518703,7,1,5,Never,231
10007849,8,2,6,Never,223
7876696,8,2,7,Never,248
4091361,7,1,5,Never,228
8705356,7,1,6,Never,228
7220030,6,0,6,Never,227
8035970,7,1,7,Never,239
351822,7,1,6,Never,236
6997414,6,0,6,Never,260
11634189,8,2,7,Never,238
7769555,7,1,7,Never,233
4451902,6,0,5,Never,209
9139486,8,2,6,Never,240
3740684,8,2,5,Sometimes,235
6765262,8,2,6,Never,231
6852130,8,2,6,Never,231
1587528,6,0,5,Never,234
6745393,8,2,6,Never,251
8284008,7,1,6,Never,226
7994141,7,1,7,Never,234
4436741,6,0,5,Never,227
7712081,8,2,7,Never,228
3365476,8,2,5,Never,236
11390077,7,1,6,Never,249
2630788,7,1,5,Never,221
8335249,8,2,6,Never,245
8228663,7,1,7,Never,235
11377178,7,1,5,Never,235
5631971,8,2,6,Never,225
8327653,6,0,7,Never,223
3045439,8,2,5,Never,244
1073796,7,1,5,Never,227
4604679,6,0,5,Sometimes,237
7752768,6,0,7,Always,201
8022186,8,2,7,Never,251
6923100,6,0,6,Never,243
8078467,7,1,6,Never,228
6511082,6,0,5,Never,238
7822766,7,1,6,Never,236
4654277,8,2,5,Never,231
6518125,8,2,6,Never,240
7290152,8,2,5,Never,227
6963102,6,0,6,Never,226
7736010,7,1,7,Never,236
7830076,6,0,5,Never,257
1967517,7,1,5,Never,219
8274959,8,2,7,Never,241
6528465,8,2,6,Never,224
8176167,8,2,7,Never,239
8825459,8,2,7,Always,224
7769067,8,2,7,Never,219
9573321,8,2,5,Never,230
9651071,7,1,5,Never,234
7113765,8,2,6,Always,232
6708609,6,0,6,Never,233
766526,6,0,5,Never,218
11247762,7,1,7,Never,236
11957751,6,0,5,Never,250
1828649,6,0,5,Always,206
8210365,7,1,7,Never,224
4275926,7,1,5,Never,228
7906803,6,0,6,Never,223
3489191,7,1,5,Never,225
936901,7,1,5,Never,226
8290121,7,1,7,Never,226
7089961,7,1,6,Never,244
8240515,8,2,7,Never,231
11848049,6,0,5,Never,222
8170061,6,0,7,Never,239
10393188,8,2,7,Never,228
7062435,7,1,6,Never,239
9573321,8,2,5,Never,232
6660738,8,2,6,Never,236
6481256,6,0,5,Never,222
6615082,6,0,6,Never,220
6811604,7,1,6,Never,240
7757190,6,0,7,Never,215
6531679,6,0,6,Never,228
6998844,7,1,7,Never,232
7110081,7,1,6,Never,223
8308691,7,1,7,Never,232
6559441,6,0,6,Never,243
8281912,8,2,7,Never,235
6532195,6,0,6,Never,233
5656206,6,0,5,Never,240
7701012,8,2,7,Never,246
6918751,6,0,6,Never,218
7835620,6,0,7,Never,227
4958926,6,0,5,Never,216
8200378,8,2,7,Never,239
7313039,8,2,6,Never,248
11112700,7,1,6,Never,227
7022964,8,2,6,Never,230
6921299,6,0,6,Never,215
5214785,8,2,5,Always,224
4390881,6,0,5,Never,209
7971729,8,2,7,Never,235
9947183,8,2,5,Never,228
8061084,7,1,7,Never,241
8033528,8,2,7,Never,240
1803735,7,1,5,Never,246
4519205,8,2,5,Never,246
7967535,6,0,7,Never,252
6720471,6,0,6,Never,221
7223013,6,0,6,Never,241
5738318,6,0,5,Never,223
5131375,6,0,5,Never,229
6363148,6,0,5,Never,231
1886738,6,0,5,Never,222
6952615,8,2,6,Never,236
3940470,7,1,5,Never,254
6850111,7,1,6,Never,228
4104927,7,1,5,Always,228
7947372,6,0,7,Never,247
3418987,7,1,5,Never,222
9112219,8,2,6,Never,249
6824196,7,1,6,Never,229
7157940,7,1,7,Never,234
10396438,6,0,7,Never,247
2130602,6,0,5,Never,210
7253869,6,0,6,Never,222
3372634,7,1,5,Never,258
7792840,6,0,7,Never,217
6094848,7,1,5,Never,245
8043604,8,2,7,Never,243
7212062,6,0,6,Never,224
934569,6,0,5,Never,220
7009739,6,0,6,Always,227
6683304,8,2,6,Never,235
7211155,7,1,6,Never,228
7206712,6,0,6,Never,212
7762836,7,1,7,Never,232
8313261,8,2,7,Never,232
6545785,8,2,6,Never,247
7925646,6,0,7,Sometimes,199
6594190,7,1,6,Never,239
3724662,6,0,5,Never,213
8193606,8,2,7,Never,259
6696163,8,2,6,Never,236
7736290,8,2,7,Never,232
6761372,7,1,6,Never,226
1951718,8,2,5,Never,228
1874403,6,0,5,Never,220
1057200,7,1,5,Never,245
6540899,6,0,5,Never,254
7906803,8,2,7,Never,236
8126364,7,1,7,Sometimes,232
3342441,7,1,5,Never,237
7173997,6,0,7,Always,233
7402295,6,0,6,Never,231
10307915,7,1,6,Never,234
4698517,6,0,5,Never,221
6561853,7,1,6,Never,251
10405453,8,2,6,Never,247
8318999,7,1,7,Never,242
3444961,7,1,5,Never,236
8920621,8,2,7,Never,237
7695993,8,2,7,Never,223
3400840,7,1,5,Never,246
9651071,8,2,7,Never,255
8335451,7,1,7,Never,244
8423075,6,0,7,Never,235
6815278,8,2,5,Never,232
11142553,6,0,7,Never,230
8164754,7,1,7,Never,235
6705898,7,1,7,Never,235
8308691,7,1,6,Never,231
11094184,6,0,5,Never,220
2969270,6,0,5,Sometimes,214
2241765,6,0,5,Never,221
9621717,6,0,6,Never,224
7820836,7,1,7,Never,232
8116679,8,2,7,Never,236
1060791,8,2,5,Sometimes,215
2794551,7,1,5,Never,239
2274795,6,0,5,Never,230
4056450,6,0,5,Never,228
8214859,8,2,7,Never,230
7989032,7,1,7,Never,246
11588780,6,0,6,Never,227
7771835,6,0,7,Never,224
7038372,6,0,6,Never,226
615455,7,1,5,Never,233
8048320,7,1,7,Never,232
7973349,7,1,7,Never,240
6663680,7,1,6,Never,233
7009380,7,1,6,Never,233
11785977,7,1,5,Never,248
8462569,6,0,7,Never,233
7248415,7,1,5,Never,241
3095541,6,0,6,Never,226
9091432,7,1,5,Never,248
8046646,8,2,7,Never,262
8232326,6,0,7,Never,224
1077864,6,0,5,Never,218
6515371,6,0,6,Never,227
8164754,7,1,5,Never,226
7857861,6,0,7,Never,224
7775008,8,2,7,Never,233
12714615,7,1,6,Never,234
3051552,8,2,5,Never,251
2486520,6,0,5,Never,225
6914748,8,2,6,Never,240
7187181,6,0,7,Never,226
6439888,7,1,5,Never,231
8139342,7,1,7,Never,238
1071971,7,1,5,Never,233
7258720,6,0,5,Never,242
8605955,8,2,6,Never,232
6862632,8,2,6,Never,231
7947372,6,0,6,Never,252
7982526,6,0,7,Never,219
7198965,8,2,6,Never,239
7253869,6,0,5,Never,227
10960791,6,0,7,Always,221
7181868,8,2,6,Never,245
6486738,8,2,5,Never,235
12164054,6,0,5,Never,227
8154635,8,2,7,Never,238
6650643,8,2,6,Never,233
7502427,7,1,7,Never,243
7150695,6,0,6,Never,226
7267258,7,1,6,Never,224
1625616,7,1,5,Never,226
7191448,8,2,6,Never,238
9133585,7,1,5,Always,225
7173997,7,1,6,Never,238
6634648,7,1,6,Never,239
7222882,7,1,6,Never,234
9368752,7,1,7,Never,238
12299731,6,0,6,Never,222
7152256,6,0,5,Never,226
7026331,7,1,6,Sometimes,223
7356544,7,1,6,Never,214
2977206,7,1,5,Never,267
6761437,6,0,6,Never,230
7086555,7,1,5,Never,252
5629942,7,1,5,Never,233
5380707,8,2,5,Always,235
7072988,8,2,6,Never,254
5172608,7,1,5,Never,236
10125086,8,2,6,Never,245
7925646,6,0,5,Never,228
7096011,8,2,6,Never,224
6795951,6,0,6,Never,233
5510228,6,0,5,Never,232
7958536,8,2,7,Never,238
7848102,6,0,6,Never,221
10828680,7,1,6,Never,236
8257035,7,1,7,Never,231
6630464,7,1,7,Never,235
7007760,6,0,6,Never,248
6597548,6,0,6,Never,218
12129801,6,0,7,Never,237
7136978,8,2,6,Never,235
7717814,8,2,7,Never,256
7038186,6,0,6,Never,230
7656343,7,1,7,Never,227
7502346,6,0,7,Never,228
6850111,8,2,6,Never,246
6546560,6,0,6,Never,237
8146136,7,1,7,Always,224
6964427,7,1,6,Never,232
7154720,8,2,6,Never,239
8178925,8,2,5,Never,223
8790701,7,1,7,Never,235
8443181,6,0,6,Never,249
7308167,6,0,5,Never,223
7810083,7,1,7,Never,234
7838263,6,0,7,Never,241
4064925,6,0,5,Never,241
2448661,8,2,5,Never,256
6951155,6,0,6,Never,236
7219113,8,2,6,Never,271
5655358,6,0,5,Never,232
7769407,8,2,7,Never,229
7768699,7,1,7,Sometimes,218
7723520,7,1,7,Never,231
7832389,7,1,7,Never,244
7654545,7,1,7,Never,235
8061084,6,0,7,Never,225
6623921,7,1,6,Never,271
11285125,6,0,7,Never,239
383678,6,0,5,Always,217
6862632,7,1,6,Never,230
8162247,8,2,7,Never,247
3910490,7,1,5,Never,230
8210365,7,1,7,Never,239
8336784,8,2,5,Never,235
7086636,6,0,6,Never,216
6838200,7,1,5,Never,222
6639518,8,2,6,Never,244
8287449,7,1,7,Never,233
4519302,8,2,5,Never,233
7682123,6,0,7,Always,209
8539308,8,2,7,Never,287
2006081,6,0,5,Never,230
6555977,6,0,6,Never,240
6421989,7,1,7,Never,233
7164475,7,1,7,Never,230
3328031,7,1,5,Never,245
6918573,6,0,7,Never,221
8203059,8,2,7,Never,246
7157592,7,1,7,Never,231
9691006,6,0,6,Never,227
6230989,6,0,5,Never,221
6216188,6,0,5,Never,221
